number,forum,title,abstract,num Reviewers,num submitted Reviewers,missing Reviewers,min rating,max rating,average rating,min confidence,max confidence,average confidence,num Area Chairs assigned,num submitted Area Chairs,Meta Review,decision,Senior Area Chairs
1199,https://openreview.net/forum?id=w3JPMTOOGa,AULUNet: An Adaptive Ultra-Lightweight U-Net Framework for Efficient Skin Lesion Segmentation in Resource-Constrained Environments,"High accuracy in skin lesion segmentation is crucial for mobile and embedded medical applications, where most existing models are too computationally demanding. We introduce AULUNet, an ultra-lightweight U-Net framework that addresses this limitation through three key innovations: Adaptive Kernel Fusion (AKF) for balanced extraction of local and global features, Residual Global Fusion (RGF) for refining bottleneck representations with global context, and Lightweight Skip Gate (LSG) for selective skip connection enhancement. On ISIC2017, AULUNet achieves 85.32 % mIoU and 92.08 % DSC, surpassing standard U-Net by 5.77 % and 3.47 %, respectively. On ISIC2018, it achieves 82.44 % mIoU and 90.37 % DSC, delivering gains of 7.80 % and 4.89 % over the baseline. Notably, our model requires only 0.029 M parameters and 0.069 GFLOPs, reducing parameter count by 99.63 % (from 7.773 M to 0.029 M) and compute by 99.50 % (from 13.758 GFLOPs to 0.069 GFLOPs), while maintaining consistent performance across diverse lesion structures. We validate the robustness of our design through extensive experiments and ablation studies. Our code is publicly available at https://github.com/defabc987412365zubos100/AULUNet.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Fani Deligianni
1209,https://openreview.net/forum?id=lTcu1U6Ikb,Language-Guided Reinforcement Learning for Hard Attention in Few-Shot Learning,"Attention mechanisms have demonstrated significant potential in enhancing learning models by identifying key portions of input data, particularly in scenarios with limited training samples. Inspired by human perception, we propose that focusing on essential data segments, rather than the entire dataset, can improve the accuracy and reliability of the learning models. However, identifying these critical data segments, or ""hard attention finding,"" is challenging, especially in few-shot learning, due to the scarcity of training data and the complexity of model parameters. To address this, we introduce LaHA, a novel framework that leverages language-guided deep reinforcement learning to identify and utilize informative data regions, thereby improving both interpretability and performance. Extensive experiments on benchmark datasets validate the effectiveness of LaHA.",6,3,~Yang_He_Xu1|~Shuo_Lei1|~Konstantinos_Bacharidis1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Jefersson A Dos Santos
1220,https://openreview.net/forum?id=SZiuOaNGMk,Hair Strand Reconstruction based on 3D Gaussian Splatting,"Human hair reconstruction is a challenging problem in computer vision, with growing importance for applications in virtual reality and digital human modeling. Recent advances in 3D Gaussians Splatting (3DGS) provide efficient and explicit scene representations that naturally align with the structure of hair strands. In this work, we extend the 3DGS framework to enable strand-level hair geometry reconstruction from multi-view images. Our multi-stage pipeline first reconstructs detailed hair geometry using a differentiable Gaussian rasterizer, then merges individual Gaussian segments into coherent strands through a novel merging scheme, and finally refines and grows the strands under photometric supervision.

While existing methods typically evaluate reconstruction quality at the geometric level, they often neglect the connectivity and topology of hair strands. To address this, we propose a new evaluation metric that serves as a proxy for assessing topological accuracy in strand reconstruction. Extensive experiments on both synthetic and real-world datasets demonstrate that our method robustly handles a wide range of hairstyles and achieves efficient reconstruction, typically completing within one hour.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Charith Abhayaratne
1224,https://openreview.net/forum?id=A2Kylh60ai,RASALoRE: Region Aware Spatial Attention with Location-based Random Embeddings for Weakly Supervised Anomaly Detection in Brain MRI Scans,"Weakly Supervised Anomaly detection (WSAD) in brain MRI scans is an important challenge useful to obtain quick and accurate detection of brain anomalies, when precise pixel level anomaly annotations are unavailable and only weak labels (e.g. slice-level) are available. In this work, we propose RASALoRE: Region Aware Spatial Attention with Location-based Random Embeddings, a novel two-stage WSAD framework. In the first stage, we introduce a Discriminative Dual Prompt Tuning (DDPT) mechanism that generates high-quality pseudo weak masks based on slice-level labels, serving as coarse localization cues. In the second stage, we propose a segmentation network with a region aware spatial attention mechanism that relies on fixed location-based random embeddings. This design enables the model to effectively focus on anomalous regions. Our approach achieves state-of-the-art anomaly detection  performance, significantly outperforming existing WSAD methods while utilizing less than 8 million parameters. Extensive evaluations on the BraTS20, BraTS21, BraTS23 and MSD datasets demonstrate a substantial performance improvement coupled with a significant reduction in computational complexity.",7,3,~Ivan_Oseledets1|~Dongheng_Lin1|~Rainer_Stiefelhagen1|~Yihao_Ding1,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Weak Accept (Poster),Accept,Fani Deligianni
1257,https://openreview.net/forum?id=uAn5obR5EG,End-to-End LiDAR optimization for point cloud registration,"LiDAR sensors are a key modality for 3D perception, yet they are typically designed
independently of downstream tasks such as point cloud registration. Conventional registration operates on pre-acquired datasets with fixed LiDAR configurations, leading to suboptimal data collection and significant computational overhead for sampling, noise
filtering, and parameter tuning. In this work, we propose an adaptive LiDAR sensing
framework that dynamically adjusts sensor parameters, jointly optimizing LiDAR acquisition and registration hyperparameters. By integrating registration feedback into the sensing loop, our approach optimally balances point density, noise, and sparsity, improving registration accuracy and efficiency. Evaluations in the CARLA simulation demonstrate that our method outperforms fixed-parameter baselines while retaining generalization abilities, highlighting the potential of adaptive LiDAR for autonomous perception
and robotic applications.",3,3,,N/A,N/A,N/A,N/A,N/A,N/A,1,1,Accept (Poster),Accept,Zhixiang Chen
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
